report_id,line_no,employee_id,employee_department,approver_employee_id,report_submitted_date,expense_date,expense_type,merchant,merchant_category,city_tier,claim_type,attendee_count,external_attendees,business_purpose,gl_account,amount,currency,payment_method,receipt_reference,missing_receipt_declaration,report_total,status
EXP-2026-0111,4,EMP-0463,Finance,EMP-0462,2026-03-30,2026-03-25,lodging,Fenwhistle Travel Desk,travel_agency,tier_1,actual,0,0,International subsidiary review and audit planning,6400,368.00,USD,corporate_card,RCPT-2026-0151,false,5282.40,submitted
EXP-2026-0111,5,EMP-0463,Finance,EMP-0462,2026-03-30,2026-03-24,meal,Fallowmere Catering,catering,tier_1,actual,1,0,International subsidiary review and audit planning,6400,94.00,USD,corporate_card,RCPT-2026-0152,false,5282.40,submitted
EXP-2026-0111,6,EMP-0463,Finance,EMP-0462,2026-03-30,2026-03-25,ground_transport,Fenwhistle Travel Desk,travel_agency,tier_1,actual,0,0,International subsidiary review and audit planning,6400,212.40,USD,corporate_card,RCPT-2026-0153,false,5282.40,submitted
EXP-2026-0112,1,EMP-0043,Engineering,EMP-0014,2026-03-20,2026-03-16,airfare,Fenwhistle Travel Desk,travel_agency,tier_3,actual,0,0,Platform migration workshop with the hosting vendor,6400,296.00,USD,corporate_card,RCPT-2026-0154,false,643.00,in_review
EXP-2026-0112,2,EMP-0043,Engineering,EMP-0014,2026-03-20,2026-03-16,lodging,Fenwhistle Travel Desk,travel_agency,tier_3,actual,0,0,Platform migration workshop with the hosting vendor,6400,168.00,USD,corporate_card,RCPT-2026-0155,false,643.00,in_review
EXP-2026-0112,3,EMP-0043,Engineering,EMP-0014,2026-03-20,2026-03-16,meal,,per_diem,tier_3,per_diem,1,0,Platform migration workshop with the hosting vendor,6400,45.00,USD,out_of_pocket,,false,643.00,in_review
EXP-2026-0112,4,EMP-0043,Engineering,EMP-0014,2026-03-20,2026-03-17,meal,,per_diem,tier_3,per_diem,1,0,Platform migration workshop with the hosting vendor,6400,60.00,USD,out_of_pocket,,false,643.00,in_review
EXP-2026-0112,5,EMP-0043,Engineering,EMP-0014,2026-03-20,2026-03-17,ground_transport,Fenwhistle Travel Desk,travel_agency,tier_3,actual,0,0,Platform migration workshop with the hosting vendor,6400,74.00,USD,corporate_card,RCPT-2026-0156,false,643.00,in_review
EXP-2026-0113,1,EMP-0358,Marketing,EMP-0355,2026-03-27,2026-03-24,event,Birchcroft Properties,property_services,tier_2,actual,1,0,Spring customer event,6310,640.00,USD,out_of_pocket,RCPT-2026-0157,false,1800.50,in_review
EXP-2026-0113,2,EMP-0358,Marketing,EMP-0355,2026-03-27,2026-03-24,event,Fallowmere Catering,catering,tier_2,actual,14,6,Spring customer event,6310,812.50,USD,out_of_pocket,RCPT-2026-0158,false,1800.50,in_review
EXP-2026-0113,3,EMP-0358,Marketing,EMP-0355,2026-03-27,2026-03-23,office_supply,Sarrowmere Print Works,printing,tier_2,actual,0,0,Spring customer event,6120,236.00,USD,out_of_pocket,RCPT-2026-0159,false,1800.50,in_review
EXP-2026-0113,4,EMP-0358,Marketing,EMP-0355,2026-03-27,2026-03-24,ground_transport,Fenwhistle Travel Desk,travel_agency,tier_2,actual,0,0,Spring customer event,6400,68.00,USD,out_of_pocket,RCPT-2026-0160,false,1800.50,in_review
EXP-2026-0113,5,EMP-0358,Marketing,EMP-0355,2026-03-27,2026-03-23,meal,Fallowmere Catering,catering,tier_2,actual,1,0,Spring customer event,6400,44.00,USD,out_of_pocket,RCPT-2026-0161,false,1800.50,in_review
EXP-2026-0114,1,EMP-0579,Operations,EMP-0574,2026-03-16,2026-03-09,other,Loamfield Power Cooperative,utilities,tier_3,actual,0,0,Facilities and logistics support for the office refresh,6110,184.00,USD,out_of_pocket,RCPT-2026-0162,false,894.35,in_review
EXP-2026-0114,2,EMP-0579,Operations,EMP-0574,2026-03-16,2026-03-10,other,Thackenridge Courier,courier,tier_3,actual,0,0,Facilities and logistics support for the office refresh,6120,96.50,USD,out_of_pocket,RCPT-2026-0163,false,894.35,in_review
EXP-2026-0114,3,EMP-0579,Operations,EMP-0574,2026-03-16,2026-03-10,office_supply,Cedarline Office Supply,office_supplies,tier_3,actual,0,0,Facilities and logistics support for the office refresh,6120,214.75,USD,out_of_pocket,RCPT-2026-0164,false,894.35,in_review
EXP-2026-0114,4,EMP-0579,Operations,EMP-0574,2026-03-16,2026-03-11,ground_transport,,toll,tier_3,actual,0,0,Facilities and logistics support for the office refresh,6400,18.50,USD,out_of_pocket,RCPT-2026-0165,false,894.35,in_review
EXP-2026-0114,5,EMP-0579,Operations,EMP-0574,2026-03-16,2026-03-11,meal,Fallowmere Catering,catering,tier_3,actual,1,0,Facilities and logistics support for the office refresh,6400,38.60,USD,out_of_pocket,RCPT-2026-0166,false,894.35,in_review
EXP-2026-0114,6,EMP-0579,Operations,EMP-0574,2026-03-16,2026-03-12,other,Millgate Insurance Services,facilities_services,tier_3,actual,0,0,Facilities and logistics support for the office refresh,6100,342.00,USD,out_of_pocket,RCPT-2026-0167,false,894.35,in_review
EXP-2026-0115,1,EMP-0267,Sales,EMP-0261,2026-03-30,2026-03-25,airfare,Fenwhistle Travel Desk,travel_agency,tier_2,actual,0,0,Territory travel and pipeline reviews,6400,418.00,USD,corporate_card,RCPT-2026-0168,false,1179.10,submitted
EXP-2026-0115,2,EMP-0267,Sales,EMP-0261,2026-03-30,2026-03-25,lodging,Fenwhistle Travel Desk,travel_agency,tier_2,actual,0,0,Territory travel and pipeline reviews,6400,268.00,USD,corporate_card,RCPT-2026-0169,false,1179.10,submitted
EXP-2026-0115,3,EMP-0267,Sales,EMP-0261,2026-03-30,2026-03-26,lodging,Fenwhistle Travel Desk,travel_agency,tier_2,actual,0,0,Territory travel and pipeline reviews,6400,272.00,USD,corporate_card,RCPT-2026-0170,false,1179.10,submitted
EXP-2026-0115,4,EMP-0267,Sales,EMP-0261,2026-03-30,2026-03-25,meal,Fallowmere Catering,catering,tier_2,actual,1,0,Territory travel and pipeline reviews,6400,72.30,USD,corporate_card,RCPT-2026-0171,false,1179.10,submitted
EXP-2026-0115,5,EMP-0267,Sales,EMP-0261,2026-03-30,2026-03-26,meal,Fallowmere Catering,catering,tier_2,actual,1,0,Territory travel and pipeline reviews,6400,66.80,USD,corporate_card,RCPT-2026-0172,false,1179.10,submitted
EXP-2026-0115,6,EMP-0267,Sales,EMP-0261,2026-03-30,2026-03-26,ground_transport,Fenwhistle Travel Desk,travel_agency,tier_2,actual,0,0,Territory travel and pipeline reviews,6400,82.00,USD,corporate_card,RCPT-2026-0173,false,1179.10,submitted
EXP-2026-0116,1,EMP-0359,Marketing,EMP-0356,2026-03-20,2026-03-17,event,Fallowmere Catering,catering,tier_2,actual,40,0,Customer event catering,6310,2380.00,USD,out_of_pocket,RCPT-2026-0174,false,2435.00,in_review
EXP-2026-0116,2,EMP-0359,Marketing,EMP-0356,2026-03-20,2026-03-17,ground_transport,Fenwhistle Travel Desk,travel_agency,tier_2,actual,0,0,Customer event catering,6400,55.00,USD,out_of_pocket,RCPT-2026-0175,false,2435.00,in_review
EXP-2026-0117,1,EMP-0359,Marketing,EMP-0356,2026-03-23,2026-03-19,event,Fallowmere Catering,catering,tier_2,actual,40,0,Customer event catering,6310,2400.00,USD,out_of_pocket,RCPT-2026-0176,false,2445.00,in_review
EXP-2026-0117,2,EMP-0359,Marketing,EMP-0356,2026-03-23,2026-03-19,office_supply,Sarrowmere Print Works,printing,tier_2,actual,0,0,Customer event catering,6120,45.00,USD,out_of_pocket,RCPT-2026-0177,false,2445.00,in_review
EXP-2026-0118,1,EMP-0406,Customer Success,EMP-0399,2026-04-03,2026-03-30,airfare,Fenwhistle Travel Desk,travel_agency,tier_1,actual,0,0,Executive briefing with a strategic account,6400,704.00,USD,corporate_card,RCPT-2026-0178,false,1516.10,submitted
EXP-2026-0118,2,EMP-0406,Customer Success,EMP-0399,2026-04-03,2026-03-30,lodging,Fenwhistle Travel Desk,travel_agency,tier_1,actual,0,0,Executive briefing with a strategic account,6400,358.00,USD,corporate_card,RCPT-2026-0179,false,1516.10,submitted
EXP-2026-0118,3,EMP-0406,Customer Success,EMP-0399,2026-04-03,2026-03-30,meal,Fallowmere Catering,catering,tier_1,actual,1,0,Executive briefing with a strategic account,6400,91.50,USD,corporate_card,RCPT-2026-0180,false,1516.10,submitted
EXP-2026-0118,4,EMP-0406,Customer Success,EMP-0399,2026-04-03,2026-03-31,ground_transport,Fenwhistle Travel Desk,travel_agency,tier_1,actual,0,0,Executive briefing with a strategic account,6400,74.60,USD,corporate_card,RCPT-2026-0181,false,1516.10,submitted
EXP-2026-0118,5,EMP-0406,Customer Success,EMP-0399,2026-04-03,2026-03-31,other,Braxmoor Recruiting Group,recruiting,tier_1,actual,0,0,Executive briefing with a strategic account,6040,288.00,USD,corporate_card,RCPT-2026-0182,false,1516.10,submitted
