metric_id,metric_name,period_end,value,unit,source_artifact,source_reference,computation_note
ar_customer_count,Customers with an open receivable,2025-01-31,12,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-02-28,12,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-03-31,13,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-04-30,13,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-05-31,14,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-06-30,14,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-07-31,15,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-08-31,15,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-09-30,16,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-10-31,16,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-11-30,17,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2025-12-31,17,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2026-01-31,17,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2026-02-28,19,customers,,,"Customers carrying an open receivable at the month end. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
ar_customer_count,Customers with an open receivable,2026-03-31,19,customers,FIN-04,ar-aging-summary.json customer_count,FIN-04's distinct customer count at the same as-of date.
new_arr,New annual recurring revenue booked,2024-04-30,780000.00,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2024-05-31,830936.62,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2024-06-30,830033.12,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2024-07-31,786022.55,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2024-08-31,807091.61,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2024-09-30,821498.19,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2024-10-31,888534.23,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2024-11-30,868961.10,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2024-12-31,945656.36,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-01-31,955603.68,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-02-28,962542.80,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-03-31,979451.05,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-04-30,958818.76,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-05-31,1076887.17,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-06-30,1043043.85,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-07-31,1114669.01,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-08-31,1107288.63,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-09-30,1058854.73,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-10-31,1143628.01,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-11-30,1104313.70,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2025-12-31,1194307.92,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2026-01-31,1202126.47,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2026-02-28,1259731.42,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
new_arr,New annual recurring revenue booked,2026-03-31,1302702.23,usd,,,"Annual recurring revenue booked in the month. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-04-30,330000.00,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-05-31,344238.35,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-06-30,345332.26,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-07-31,345697.50,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-08-31,356710.24,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-09-30,339127.81,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-10-31,378826.56,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-11-30,338237.90,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2024-12-31,355992.21,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-01-31,354448.94,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-02-28,394933.37,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-03-31,364032.95,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-04-30,385918.62,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-05-31,384462.44,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-06-30,374064.95,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-07-31,378192.88,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-08-31,389282.42,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-09-30,410129.25,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-10-31,392057.32,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-11-30,405113.08,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2025-12-31,434702.64,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2026-01-31,430945.62,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2026-02-28,468482.47,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
churned_arr,Annual recurring revenue churned,2026-03-31,459731.80,usd,,,"Annual recurring revenue lost in the month, reported as a positive magnitude that subtracts from opening recurring revenue. No frozen file in the pack carries this input at this month end, so the extract itself is the source of record."
headcount,Active headcount,2024-04-30,413,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2024-05-31,421,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2024-06-30,427,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2024-07-31,436,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2024-08-31,442,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2024-09-30,451,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2024-10-31,461,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2024-11-30,472,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2024-12-31,481,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-01-31,489,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-02-28,496,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-03-31,507,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
